Festival,Year,Track,Title,Brand,Agency,Category,Country,Award,Permalink
El Ojo de Iberoamerica,2025,FILM,When you re not here,Whirlpool de Whirlpool Mexico,VML Mexico,Responsabilidad Social Empresarial (RSE),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/when-you-re-not-here-whirlpool-de-whirlpool-mexico-vml-mexico-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Nubes,Aeromexico de Aeromexico,Don by Havas,Medios entretenimientos recreacion y turismo,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/nubes-aeromexico-de-aeromexico-don-by-havas-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Aeropostales,Aeropostale de Liverpool,D14S (Mexico),Medios entretenimientos recreacion y turismo,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeropostales-aeropostale-de-liverpool-d14s-mexico-2025/
El Ojo de Iberoamerica,2025,GRaFICA,The shooting - Corner,Diario La Union de Articulo 19,Grey Mexico,Medios entretenimientos recreacion y turismo,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-corner-diario-la-union-de-articulo-19-grey-mexico-2025/
El Ojo de Iberoamerica,2025,GRaFICA,The shooting - Window,Diario La Union de Articulo 19,Grey Mexico,Medios entretenimientos recreacion y turismo,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-window-diario-la-union-de-articulo-19-grey-mexico-2025/
El Ojo de Iberoamerica,2025,GRaFICA,The shooting - Corner,Diario La Union de Articulo 19,Grey Mexico,Responsabilidad Social Empresarial (RSE),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-corner-diario-la-union-de-articulo-19-grey-mexico-2025-2/
El Ojo de Iberoamerica,2025,GRaFICA,The shooting - Window,Diario La Union de Articulo 19,Grey Mexico,Responsabilidad Social Empresarial (RSE),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-window-diario-la-union-de-articulo-19-grey-mexico-2025-2/
El Ojo de Iberoamerica,2025,GRaFICA,The Shakespeare BIC,Bic Cristal Dura+ de BIC,VML Brasil,Formatos no convencionales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/the-shakespeare-bic-bic-cristal-dura-de-bic-vml-brasil-2025-4/
El Ojo de Iberoamerica,2025,GRaFICA,Cause & effect,Change the Ref de Change the Ref,Alma DDB,Bien publico y mensajes gubernamentales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/cause-and-effect-change-the-ref-de-change-the-ref-alma-ddb-2025-2/
El Ojo de Iberoamerica,2025,GRaFICA,Cause & effect,Change the Ref de Change the Ref,Alma DDB,Marca local y mercado especifico,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/cause-and-effect-change-the-ref-de-change-the-ref-alma-ddb-2025-3/
El Ojo de Iberoamerica,2025,GRaFICA,Unwrap the summer,Cornetto de Unilever Global,LOLA MullenLowe (España),Alimentos y Bebidas,España,Shortlist,/awards/el_ojo/2025/campaigns/unwrap-the-summer-cornetto-de-unilever-global-lola-mullenlowe-espana-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Mail doors,CTT de CTT,Havas Worldwide Portugal,Compañias de servicios publicos privados y financieros,Portugal,Shortlist,/awards/el_ojo/2025/campaigns/mail-doors-ctt-de-ctt-havas-worldwide-portugal-2025/
El Ojo de Iberoamerica,2025,GRaFICA,The self kiss,Gatorade de PepsiCo Colombia,Sancho BBDO (Colombia),Alimentos y Bebidas,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/the-self-kiss-gatorade-de-pepsico-colombia-sancho-bbdo-colombia-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Â¿Que planeta es este?,Greenpeace de Greenpeace Brasil,Beta Collective (Brasil),Bien publico y mensajes gubernamentales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/aque-planeta-es-este-greenpeace-de-greenpeace-brasil-beta-collective-brasil-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Nigrum corpus,IDOMEDInstituto Yduqs de IDOMED,Artplan (Brasil),Formatos no convencionales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomedinstituto-yduqs-de-idomed-artplan-brasil-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Nigrum corpus,IDOMEDInstituto Yduqs de IDOMED,Artplan (Brasil),Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomedinstituto-yduqs-de-idomed-artplan-brasil-2025-2/
El Ojo de Iberoamerica,2025,GRaFICA,Deliver better,Knorr de Unilever Global,MullenLowe Global,Marca local y mercado especifico,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/deliver-better-knorr-de-unilever-global-mullenlowe-global-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Codigo de defensa e inclusion del consumidor negro,Lâ€™Oreal Luxo de Lâ€™Oreal Brasil,Beta Collective (Brasil),Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/codigo-de-defensa-e-inclusion-del-consumidor-negro-laoreal-luxo-de-laoreal-brasil-beta-collective-brasil-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Thick cracking chocolate,Magnum de The Magnum Ice Cream Company,LOLA MullenLowe (España),Alimentos y Bebidas,España,Shortlist,/awards/el_ojo/2025/campaigns/thick-cracking-chocolate-magnum-de-the-magnum-ice-cream-company-lola-mullenlowe-espana-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Found in translation,Medalla Light de Compañia Cervecera de Puerto Rico,DDB Latina Puerto Rico (Puerto Rico),Alimentos y Bebidas,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/found-in-translation-medalla-light-de-compania-cervecera-de-puerto-rico-ddb-latina-puerto-rico-puerto-rico-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Found in translation,Medalla Light de Compañia Cervecera de Puerto Rico,DDB Latina Puerto Rico,Marca local y mercado especifico,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/found-in-translation-medalla-light-de-compania-cervecera-de-puerto-rico-ddb-latina-puerto-rico-2025-2/
El Ojo de Iberoamerica,2025,GRaFICA,A decision was made here,Oreo de Mondelez Colombia,LePub Bogota (Colombia),Alimentos y Bebidas,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/a-decision-was-made-here-oreo-de-mondelez-colombia-lepub-bogota-colombia-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Horas,Ovacion de Ovacion,Ogilvy Uruguay,Medios entretenimientos recreacion y turismo,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/horas-ovacion-de-ovacion-ogilvy-uruguay-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Plastic irony,Solu de Solu,Alma DDB,Productos,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/plastic-irony-solu-de-solu-alma-ddb-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Plastic irony,Solu de Solu,Alma DDB,Responsabilidad Social Empresarial (RSE),Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/plastic-irony-solu-de-solu-alma-ddb-2025-2/
El Ojo de Iberoamerica,2025,GRaFICA,Esto no es vivir en paz,Techo de Techo Paraguay,Oniria\TBWA,Bien publico y mensajes gubernamentales,Paraguay,Shortlist,/awards/el_ojo/2025/campaigns/esto-no-es-vivir-en-paz-techo-de-techo-paraguay-oniriatbwa-2025/
El Ojo de Iberoamerica,2025,GRaFICA,Beca en Libros,UNIASSELVI de Vitru Educacion,BETC HAVAS,Formatos no convencionales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/beca-en-libros-uniasselvi-de-vitru-educacion-betc-havas-2025/
El Ojo de Iberoamerica,2025,MEDIA,Watch that stain,Andino Ultra de Unacem Peru,Fahrenheit DDB,Planificacion y ejecucion de Medios,Peru,Shortlist,/awards/el_ojo/2025/campaigns/watch-that-stain-andino-ultra-de-unacem-peru-fahrenheit-ddb-2025-2/
El Ojo de Iberoamerica,2025,MEDIA,Marino Uriel. Una leyenda (in)olvidable,Atletico de Madrid / AFEAM ,Havas Creative Spain,Acciones y eventos,España,Shortlist,/awards/el_ojo/2025/campaigns/marino-uriel-una-leyenda-inolvidable-atletico-de-madrid-afeam-havas-creative-spain-2025-2/
El Ojo de Iberoamerica,2025,MEDIA,Bad Bunny vendors,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Plataformas de audio,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/bad-bunny-vendors-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025/
El Ojo de Iberoamerica,2025,MEDIA,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Via Publica,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-19/
El Ojo de Iberoamerica,2025,MEDIA,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Plataformas digitales,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-20/
El Ojo de Iberoamerica,2025,MEDIA,Tracking Bad Bunny,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Plataformas sociales & Influencer,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/tracking-bad-bunny-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-21/
El Ojo de Iberoamerica,2025,MEDIA,Bad Bunny vendors,Bad Bunny de Rimas Entertainment,DDB Latina Puerto Rico,Mercado especifico,Puerto Rico,Shortlist,/awards/el_ojo/2025/campaigns/bad-bunny-vendors-bad-bunny-de-rimas-entertainment-ddb-latina-puerto-rico-2025-2/
El Ojo de Iberoamerica,2025,MEDIA,El sonido del divorcio,Calm es Simple de Calm es Simple,Ogilvy Argentina,Plataformas de audio,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/el-sonido-del-divorcio-calm-es-simple-de-calm-es-simple-ogilvy-argentina-2025/
El Ojo de Iberoamerica,2025,MEDIA,Depressed bedrooms,Casaideas de Casaideas Peru,Boost Brand Accelerator,Acciones y eventos,Peru,Shortlist,/awards/el_ojo/2025/campaigns/depressed-bedrooms-casaideas-de-casaideas-peru-boost-brand-accelerator-2025-7/
El Ojo de Iberoamerica,2025,MEDIA,Depressed bedrooms,Casaideas de Casaideas Peru,Boost Brand Accelerator,Campaña Integradas,Peru,Shortlist,/awards/el_ojo/2025/campaigns/depressed-bedrooms-casaideas-de-casaideas-peru-boost-brand-accelerator-2025-8/
El Ojo de Iberoamerica,2025,MEDIA,Depressed bedrooms,Casaideas de Casaideas Peru,Boost Brand Accelerator,Responsabilidad Social Empresarial (RSE),Peru,Shortlist,/awards/el_ojo/2025/campaigns/depressed-bedrooms-casaideas-de-casaideas-peru-boost-brand-accelerator-2025-9/
El Ojo de Iberoamerica,2025,MEDIA,Night signals,Chevrolet de Santo Domingo Motors,Ogilvy Republica Dominicana (Rep. Dominicana),Via Publica,Republica Dominicana ,Shortlist,/awards/el_ojo/2025/campaigns/night-signals-chevrolet-de-santo-domingo-motors-ogilvy-republica-dominicana-rep-dominicana-2025/
El Ojo de Iberoamerica,2025,MEDIA,Cold activated announcers,Coors Light de Molson Coors Beverage Company,Alma DDB,Plataformas de audio,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/cold-activated-announcers-coors-light-de-molson-coors-beverage-company-alma-ddb-2025/
El Ojo de Iberoamerica,2025,MEDIA,Todo mundo usa. Menos o Mario,Havaianas de Havaianas Brasil,GALERIA.ag (Brasil),Campaña Integradas,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/todo-mundo-usa-menos-o-mario-havaianas-de-havaianas-brasil-galeriaag-brasil-2025/
El Ojo de Iberoamerica,2025,MEDIA,Nigrum corpus,IDOMEDInstituto Yduqs de IDOMED,Artplan (Brasil),Impresiones y publicaciones,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/nigrum-corpus-idomedinstituto-yduqs-de-idomed-artplan-brasil-2025-3/
El Ojo de Iberoamerica,2025,MEDIA,Design your sleep while you sleep,IKEA Family de IKEA España,MRM Spain,Plataformas digitales,España,Shortlist,/awards/el_ojo/2025/campaigns/design-your-sleep-while-you-sleep-ikea-family-de-ikea-espana-mrm-spain-2025-3/
El Ojo de Iberoamerica,2025,MEDIA,Codigo Indio,Indio de Heineken Mexico,Dentsu Creative Mexico,Campaña Integradas,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/codigo-indio-indio-de-heineken-mexico-dentsu-creative-mexico-2025/
El Ojo de Iberoamerica,2025,MEDIA,Carteles de aluminio,JupiterPublicartel de Jupiter,From (Uruguay),Via Publica,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/carteles-de-aluminio-jupiterpublicartel-de-jupiter-from-uruguay-2025/
El Ojo de Iberoamerica,2025,MEDIA,Carteles de aluminio,JupiterPublicartel de Jupiter,From (Uruguay),Marca local,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/carteles-de-aluminio-jupiterpublicartel-de-jupiter-from-uruguay-2025-2/
El Ojo de Iberoamerica,2025,MEDIA,See through banners,L1 Max de 1190 Sports,Leo Lima (Peru),Plataformas audiovisuales,Peru,Shortlist,/awards/el_ojo/2025/campaigns/see-through-banners-l1-max-de-1190-sports-leo-lima-peru-2025/
El Ojo de Iberoamerica,2025,MEDIA,Bald faces,Mami Wata de Mami Wata,Artplan (Brasil),Nuevas realidades y tecnologias emergentes,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/bald-faces-mami-wata-de-mami-wata-artplan-brasil-2025/
El Ojo de Iberoamerica,2025,MEDIA,Vallas del tamaño de tu hogar,Muebles tugo de Tugo,Buentipo,Estrategia de Medios,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/vallas-del-tamano-de-tu-hogar-muebles-tugo-de-tugo-buentipo-2025/
El Ojo de Iberoamerica,2025,MEDIA,Nescafe decaf billboards,Nescafe de Nestle Panama,Star5,Productos,Panama,Shortlist,/awards/el_ojo/2025/campaigns/nescafe-decaf-billboards-nescafe-de-nestle-panama-star5-2025-3/
El Ojo de Iberoamerica,2025,MEDIA,Nescafe decaf billboards,Nescafe de Nestle Panama,Star5,Via Publica,Panama,Shortlist,/awards/el_ojo/2025/campaigns/nescafe-decaf-billboards-nescafe-de-nestle-panama-star5-2025-4/
El Ojo de Iberoamerica,2025,MEDIA,Nescafe decaf billboards,Nescafe de Nestle Panama,Star5,Responsabilidad Social Empresarial (RSE),Panama,Shortlist,/awards/el_ojo/2025/campaigns/nescafe-decaf-billboards-nescafe-de-nestle-panama-star5-2025-5/
El Ojo de Iberoamerica,2025,MEDIA,Self lawsuit,Netflix de Netflix Colombia,Sancho BBDO (Colombia),Plataformas sociales & Influencer,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/self-lawsuit-netflix-de-netflix-colombia-sancho-bbdo-colombia-2025/
El Ojo de Iberoamerica,2025,MEDIA,Maraton,Nike de Nike Mexico,Wieden+Kennedy Mexico Mindshare (Otro),Via Publica,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/maraton-nike-de-nike-mexico-wiedenkennedy-mexico-mindshare-otro-2025/
El Ojo de Iberoamerica,2025,MEDIA,Maraton,Nike de Nike Mexico,Wieden+Kennedy Mexico Mindshare,Planificacion y ejecucion de Medios,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/maraton-nike-de-nike-mexico-wiedenkennedy-mexico-mindshare-2025-3/
El Ojo de Iberoamerica,2025,MEDIA,Maraton,Nike de Nike Mexico,Wieden+Kennedy Mexico Mindshare,Mercado especifico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/maraton-nike-de-nike-mexico-wiedenkennedy-mexico-mindshare-2025-4/
El Ojo de Iberoamerica,2025,MEDIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Servicios,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-14/
El Ojo de Iberoamerica,2025,MEDIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Acciones y eventos,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-15/
El Ojo de Iberoamerica,2025,MEDIA,The Kimberly price,Plaza Vea de Supermercados Peruanos,Fahrenheit DDB,Plataformas sociales & Influencer,Peru,Shortlist,/awards/el_ojo/2025/campaigns/the-kimberly-price-plaza-vea-de-supermercados-peruanos-fahrenheit-ddb-2025-16/
El Ojo de Iberoamerica,2025,MEDIA,Freetestyler,Por un Peru sin cancer de Por Un Peru Sin Cancer,VML Peru,Bien publico y mensajes gubernamentales,Peru,Shortlist,/awards/el_ojo/2025/campaigns/freetestyler-por-un-peru-sin-cancer-de-por-un-peru-sin-cancer-vml-peru-2025/
El Ojo de Iberoamerica,2025,MEDIA,Clandestination,Procolombia de Procolombia,DDB Colombia,Bien publico y mensajes gubernamentales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-10/
El Ojo de Iberoamerica,2025,MEDIA,Humanimal tourism,Procolombia de Procolombia,DDB Colombia (Colombia),Bien publico y mensajes gubernamentales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/humanimal-tourism-procolombia-de-procolombia-ddb-colombia-colombia-2025/
El Ojo de Iberoamerica,2025,MEDIA,Clandestination,Procolombia de Procolombia,DDB Colombia,Acciones y eventos,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/clandestination-procolombia-de-procolombia-ddb-colombia-2025-11/
El Ojo de Iberoamerica,2025,MEDIA,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Servicios,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-10/
El Ojo de Iberoamerica,2025,MEDIA,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia (Colombia),Plataformas audiovisuales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-colombia-2025-3/
El Ojo de Iberoamerica,2025,MEDIA,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Plataformas digitales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-11/
El Ojo de Iberoamerica,2025,MEDIA,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Campaña Integradas,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-12/
El Ojo de Iberoamerica,2025,MEDIA,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia (Colombia),Estrategia de Medios,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-colombia-2025-4/
El Ojo de Iberoamerica,2025,MEDIA,Fictional insurance,Seguros del Estado RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Marca local,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-13/
El Ojo de Iberoamerica,2025,MEDIA,Stay tuned stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Plataformas de audio,Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/stay-tuned-stay-awake-shell-de-shell-guatemala-ogilvy-guatemala-2025-2/
El Ojo de Iberoamerica,2025,MEDIA,Stay tuned stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Responsabilidad Social Empresarial (RSE),Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/stay-tuned-stay-awake-shell-de-shell-guatemala-ogilvy-guatemala-2025-3/
El Ojo de Iberoamerica,2025,MEDIA,Stay tuned stay awake,Shell de Shell Guatemala,Ogilvy Guatemala,Planificacion y ejecucion de Medios,Guatemala,Shortlist,/awards/el_ojo/2025/campaigns/stay-tuned-stay-awake-shell-de-shell-guatemala-ogilvy-guatemala-2025-4/
El Ojo de Iberoamerica,2025,MEDIA,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Servicios,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025-6/
El Ojo de Iberoamerica,2025,MEDIA,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Marca local,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025-7/
El Ojo de Iberoamerica,2025,MEDIA,Gulf of Mexico (Bar),Tecate de Heineken Mexico,LePub Mexico (Mexico),Acciones y eventos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/gulf-of-mexico-bar-tecate-de-heineken-mexico-lepub-mexico-mexico-2025/
El Ojo de Iberoamerica,2025,MEDIA,Gulf of Mexico (Bar),Tecate de Heineken Mexico,LePub Mexico,Marca local,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/gulf-of-mexico-bar-tecate-de-heineken-mexico-lepub-mexico-2025-4/
El Ojo de Iberoamerica,2025,MEDIA,Checoland,Uber Eats de Uber Mexico,Wieden+Kennedy Mexico,Plataformas sociales & Influencer,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/checoland-uber-eats-de-uber-mexico-wiedenkennedy-mexico-2025/
El Ojo de Iberoamerica,2025,MEDIA,Beca en Libros,UNIASSELVI de Vitru Educacion,BETC HAVAS,Impresiones y publicaciones,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/beca-en-libros-uniasselvi-de-vitru-educacion-betc-havas-2025-2/
El Ojo de Iberoamerica,2025,MEDIA,Report this ad,Veris de Veris,Paradais DDB (Ecuador),Servicios,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/report-this-ad-veris-de-veris-paradais-ddb-ecuador-2025/
